run_id,strategy,config,seed,score_mean,score_std,q_mean,train_steps,wall_clock_sec
boltz_temp_exp_seed42,boltzmann,temp_exp,42,0.029999999999999874,0.1999999999999999,0.0009926286671543497,160,6.08055567741394
boltz_temp_exp_seed43,boltzmann,temp_exp,43,-0.27000000000000013,0.16,0.01136865406006109,160,6.225362062454224
boltz_temp_linear_seed42,boltzmann,temp_linear,42,-0.14000000000000015,0.06999999999999985,0.005235097493277862,160,6.846245527267456
boltz_temp_linear_seed43,boltzmann,temp_linear,43,-0.5499999999999999,0.020000000000000018,-0.0020510944930720145,160,9.35625672340393
eps_eps_exp_seed42,epsilon,eps_exp,42,-0.13000000000000006,0.13,-0.0010788411047542466,160,6.223995208740234
eps_eps_exp_seed43,epsilon,eps_exp,43,-0.2150000000000001,0.1450000000000001,0.00528832063137088,160,8.634648084640503
eps_eps_linear_seed42,epsilon,eps_linear,42,-0.305,0.18499999999999991,0.005860434024361894,160,5.434045314788818
eps_eps_linear_seed43,epsilon,eps_linear,43,-0.20500000000000007,0.0949999999999999,0.010366658169368747,160,6.601265907287598
